IGBP iq    i     j    rlong      rlat  iveg frac-c4
  3628    28    76      6.81      6.76   8  0.80
  3629    29    76      8.75      6.75   8  0.80
  3630    30    76     10.69      6.73   8  0.80
  3631    31    76     12.61      6.71   8  0.80
  3632    32    76     14.53      6.68   8  0.80
  3633    33    76     16.45      6.66   8  0.80
  3634    34    76     18.35      6.63   8  0.80
  3635    35    76     20.25      6.60   8  0.80
  3636    36    76     22.13      6.57   8  0.80
  3637    37    76     24.01      6.53   9  0.75
  3638    38    76     25.87      6.50   9  0.75
  3639    39    76     27.73      6.47   9  0.75
  3640    40    76     29.58      6.44   8  0.80
  3641    41    76     31.41      6.41   9  0.75
  3642    42    76     33.24      6.39   9  0.75
  3643    43    76     35.07      6.37   9  0.75
  3644    44    76     36.88      6.35   8  0.80
  3645    45    76     38.69      6.33   2  0.00
  3646    46    76     40.50      6.32   7  0.95
  3647    47    76     42.30      6.31   7  0.95
  3648    48    76     44.10      6.30   7  0.95
  3649     1    77    315.90      8.09   0  0.00
  3650     2    77    317.69      8.09   0  0.00
  3651     3    77    319.49      8.10   0  0.00
  3652     4    77    321.29      8.12   0  0.00
  3653     5    77    323.10      8.14   0  0.00
  3654     6    77    324.91      8.17   0  0.00
  3655     7    77    326.73      8.20   0  0.00
  3656     8    77    328.55      8.23   0  0.00
  3657     9    77    330.39      8.27   0  0.00
  3658    10    77    332.24      8.31   0  0.00
  3659    11    77    334.09      8.35   0  0.00
  3660    12    77    335.96      8.39   0  0.00
  3661    13    77    337.83      8.43   0  0.00
  3662    14    77    339.72      8.47   0  0.00
  3663    15    77    341.62      8.51   0  0.00
  3664    16    77    343.52      8.55   0  0.00
  3665    17    77    345.44      8.59   0  0.00
  3666    18    77    347.36      8.62   2  0.00
  3667    19    77    349.29      8.65   2  0.00
  3668    20    77    351.23      8.67   8  0.80
  3669    21    77    353.17      8.69   8  0.80
  3670    22    77    355.12      8.70   8  0.80
  3671    23    77    357.07      8.72   9  0.75
  3672    24    77    359.02      8.72   9  0.75
  3673    25    77      0.98      8.72   8  0.80
  3674    26    77      2.93      8.72   8  0.80
  3675    27    77      4.88      8.70   8  0.80
  3676    28    77      6.83      8.69   8  0.80
  3677    29    77      8.77      8.67   9  0.75
  3678    30    77     10.71      8.65   9  0.75
  3679    31    77     12.64      8.62   9  0.75
  3680    32    77     14.56      8.59   8  0.80
  3681    33    77     16.48      8.55   8  0.80
  3682    34    77     18.38      8.51   9  0.75
  3683    35    77     20.28      8.47   9  0.75
  3684    36    77     22.17      8.43   8  0.80
  3685    37    77     24.04      8.39   8  0.80
  3686    38    77     25.91      8.35   8  0.80
  3687    39    77     27.76      8.31   9  0.75
  3688    40    77     29.61      8.27   9  0.75
  3689    41    77     31.45      8.23   9  0.75
  3690    42    77     33.27      8.20   9  0.75
  3691    43    77     35.09      8.17   8  0.80
  3692    44    77     36.90      8.14   8  0.80
  3693    45    77     38.71      8.12  12  0.30
  3694    46    77     40.51      8.10  10  0.95
  3695    47    77     42.31      8.09   7  0.95
  3696    48    77     44.10      8.09   7  0.95
  3697     1    78    315.89      9.86   0  0.00
  3698     2    78    317.68      9.86   0  0.00
  3699     3    78    319.47      9.88   0  0.00
  3700     4    78    321.27      9.90   0  0.00
  3701     5    78    323.07      9.93   0  0.00
  3702     6    78    324.88      9.96   0  0.00
  3703     7    78    326.69     10.00   0  0.00
  3704     8    78    328.51     10.04   0  0.00
  3705     9    78    330.35     10.09   0  0.00
  3706    10    78    332.19     10.13   0  0.00
  3707    11    78    334.04     10.18   0  0.00
  3708    12    78    335.91     10.24   0  0.00
  3709    13    78    337.79     10.29   0  0.00
  3710    14    78    339.67     10.34   0  0.00
  3711    15    78    341.57     10.39   0  0.00
  3712    16    78    343.48     10.44   0  0.00
  3713    17    78    345.40     10.48   8  0.80
  3714    18    78    347.33     10.52   8  0.80
  3715    19    78    349.26     10.56   8  0.80
  3716    20    78    351.20     10.59   8  0.80
  3717    21    78    353.15     10.61   9  0.75
  3718    22    78    355.11     10.63   9  0.75
  3719    23    78    357.06     10.64   9  0.75
  3720    24    78    359.02     10.65   9  0.75
  3721    25    78      0.98     10.65   9  0.75
  3722    26    78      2.94     10.64   9  0.75
  3723    27    78      4.89     10.63   9  0.75
  3724    28    78      6.85     10.61   9  0.75
  3725    29    78      8.80     10.59   9  0.75
  3726    30    78     10.74     10.56  10  0.95
  3727    31    78     12.67     10.52   9  0.75
  3728    32    78     14.60     10.48   9  0.75
  3729    33    78     16.52     10.44   9  0.75
  3730    34    78     18.43     10.39   9  0.75
  3731    35    78     20.33     10.34   9  0.75
  3732    36    78     22.21     10.29   9  0.75
  3733    37    78     24.09     10.24   9  0.75
  3734    38    78     25.96     10.18  10  0.95
  3735    39    78     27.81     10.13   9  0.75
  3736    40    78     29.65     10.09   9  0.75
  3737    41    78     31.49     10.04   9  0.75
  3738    42    78     33.31     10.00   9  0.75
  3739    43    78     35.12      9.96   8  0.80
  3740    44    78     36.93      9.93   8  0.80
  3741    45    78     38.73      9.90   9  0.75
  3742    46    78     40.53      9.88   9  0.75
  3743    47    78     42.32      9.86   7  0.95
  3744    48    78     44.11      9.86   7  0.95
  3745     1    79    315.89     11.61   0  0.00
  3746     2    79    317.67     11.62   0  0.00
  3747     3    79    319.45     11.64   0  0.00
  3748     4    79    321.24     11.66   0  0.00
  3749     5    79    323.04     11.69   0  0.00
  3750     6    79    324.84     11.73   0  0.00
  3751     7    79    326.64     11.78   0  0.00
  3752     8    79    328.46     11.83   0  0.00
  3753     9    79    330.29     11.89   0  0.00
  3754    10    79    332.13     11.95   0  0.00
  3755    11    79    333.99     12.01   0  0.00
  3756    12    79    335.85     12.07   0  0.00
  3757    13    79    337.73     12.13   0  0.00
  3758    14    79    339.62     12.20   0  0.00
  3759    15    79    341.52     12.26   0  0.00
  3760    16    79    343.43     12.31   0  0.00
  3761    17    79    345.35     12.37   8  0.80
  3762    18    79    347.28     12.41   9  0.75
  3763    19    79    349.22     12.46   8  0.80
  3764    20    79    351.17     12.49   9  0.75
  3765    21    79    353.13     12.52   9  0.75
  3766    22    79    355.09     12.55  10  0.95
  3767    23    79    357.05     12.56  10  0.95
  3768    24    79    359.02     12.57  10  0.95
  3769    25    79      0.98     12.57  10  0.95
  3770    26    79      2.95     12.56  10  0.95
  3771    27    79      4.91     12.55  10  0.95
  3772    28    79      6.87     12.52  10  0.95
  3773    29    79      8.83     12.49  10  0.95
  3774    30    79     10.78     12.46  10  0.95
  3775    31    79     12.72     12.41  10  0.95
  3776    32    79     14.65     12.37  10  0.95
  3777    33    79     16.57     12.31  10  0.95
  3778    34    79     18.48     12.26  10  0.95
  3779    35    79     20.38     12.20  10  0.95
  3780    36    79     22.27     12.13  10  0.95
  3781    37    79     24.15     12.07  10  0.95
  3782    38    79     26.01     12.01  10  0.95
  3783    39    79     27.87     11.95  10  0.95
  3784    40    79     29.71     11.89  10  0.95
  3785    41    79     31.54     11.83  12  0.30
  3786    42    79     33.35     11.78  12  0.30
  3787    43    79     35.16     11.73   9  0.75
  3788    44    79     36.97     11.69   9  0.75
  3789    45    79     38.76     11.66   9  0.75
  3790    46    79     40.55     11.64  16  0.00
  3791    47    79     42.33     11.62  16  0.00
  3792    48    79     44.11     11.61   0  0.00
  3793     1    80    315.89     13.34   0  0.00
  3794     2    80    317.66     13.35   0  0.00
  3795     3    80    319.43     13.37   0  0.00
  3796     4    80    321.21     13.40   0  0.00
  3797     5    80    322.99     13.44   0  0.00
  3798     6    80    324.79     13.49   0  0.00
  3799     7    80    326.59     13.55   0  0.00
  3800     8    80    328.40     13.61   0  0.00
  3801     9    80    330.23     13.68   0  0.00
  3802    10    80    332.07     13.75   0  0.00
  3803    11    80    333.92     13.82   0  0.00
  3804    12    80    335.78     13.89   0  0.00
  3805    13    80    337.66     13.97   0  0.00
  3806    14    80    339.55     14.04   0  0.00
  3807    15    80    341.45     14.11   0  0.00
  3808    16    80    343.37     14.18  12  0.30
  3809    17    80    345.29     14.24  12  0.30
  3810    18    80    347.23     14.30  10  0.95
  3811    19    80    349.18     14.35  10  0.95
  3812    20    80    351.14     14.40  10  0.95
  3813    21    80    353.10     14.43  10  0.95
  3814    22    80    355.07     14.46  10  0.95
  3815    23    80    357.04     14.48  10  0.95
  3816    24    80    359.01     14.49  10  0.95
  3817    25    80      0.99     14.49   7  0.95
  3818    26    80      2.96     14.48   7  0.95
  3819    27    80      4.93     14.46  10  0.95
  3820    28    80      6.90     14.43  10  0.95
  3821    29    80      8.86     14.40  10  0.95
  3822    30    80     10.82     14.35  10  0.95
  3823    31    80     12.77     14.30  16  0.00
  3824    32    80     14.71     14.24  16  0.00
  3825    33    80     16.63     14.18  16  0.00
  3826    34    80     18.55     14.11  10  0.95
  3827    35    80     20.45     14.04  10  0.95
  3828    36    80     22.34     13.97  10  0.95
  3829    37    80     24.22     13.89   7  0.95
  3830    38    80     26.08     13.82   7  0.95
  3831    39    80     27.93     13.75  10  0.95
  3832    40    80     29.77     13.68  10  0.95
  3833    41    80     31.60     13.61  10  0.95
  3834    42    80     33.41     13.55  10  0.95
  3835    43    80     35.21     13.49  12  0.30
  3836    44    80     37.01     13.44   9  0.75
  3837    45    80     38.79     13.40   9  0.75
  3838    46    80     40.57     13.37  16  0.00
  3839    47    80     42.34     13.35  16  0.00
  3840    48    80     44.12     13.34  16  0.00
  3841     1    81    315.88     15.05   0  0.00
  3842     2    81    317.64     15.07   0  0.00
  3843     3    81    319.40     15.09   0  0.00
  3844     4    81    321.17     15.13   0  0.00
  3845     5    81    322.95     15.17   0  0.00
  3846     6    81    324.73     15.23   0  0.00
  3847     7    81    326.52     15.29   0  0.00
  3848     8    81    328.33     15.37   0  0.00
  3849     9    81    330.15     15.44   0  0.00
  3850    10    81    331.98     15.53   0  0.00
  3851    11    81    333.83     15.61   0  0.00
  3852    12    81    335.70     15.70   0  0.00
  3853    13    81    337.57     15.79   0  0.00
  3854    14    81    339.47     15.88   0  0.00
  3855    15    81    341.37     15.96   0  0.00
  3856    16    81    343.29     16.04   0  0.00
  3857    17    81    345.23     16.11  10  0.95
  3858    18    81    347.17     16.18   7  0.95
  3859    19    81    349.13     16.24  10  0.95
  3860    20    81    351.09     16.29  10  0.95
  3861    21    81    353.06     16.33   7  0.95
  3862    22    81    355.04     16.36   7  0.95
  3863    23    81    357.02     16.39   7  0.95
  3864    24    81    359.01     16.40   7  0.95
  3865    25    81      0.99     16.40   7  0.95
  3866    26    81      2.98     16.39   7  0.95
  3867    27    81      4.96     16.36   7  0.95
  3868    28    81      6.94     16.33   7  0.95
  3869    29    81      8.91     16.29  16  0.00
  3870    30    81     10.87     16.24  16  0.00
  3871    31    81     12.83     16.18  16  0.00
  3872    32    81     14.77     16.11  16  0.00
  3873    33    81     16.71     16.04  16  0.00
  3874    34    81     18.63     15.96  16  0.00
  3875    35    81     20.53     15.88  16  0.00
  3876    36    81     22.43     15.79   7  0.95
  3877    37    81     24.30     15.70  16  0.00
  3878    38    81     26.17     15.61  16  0.00
  3879    39    81     28.01     15.53  16  0.00
  3880    40    81     29.85     15.44  16  0.00
  3881    41    81     31.67     15.37  16  0.00
  3882    42    81     33.48     15.29   7  0.95
  3883    43    81     35.27     15.23   7  0.95
  3884    44    81     37.06     15.17   7  0.95
  3885    45    81     38.83     15.13   7  0.95
  3886    46    81     40.60     15.09   0  0.00
  3887    47    81     42.36     15.07   0  0.00
  3888    48    81     44.12     15.05   7  0.95
  3889     1    82    315.87     16.74   0  0.00
  3890     2    82    317.62     16.75   0  0.00
  3891     3    82    319.37     16.78   0  0.00
  3892     4    82    321.12     16.82   0  0.00
  3893     5    82    322.89     16.88   0  0.00
  3894     6    82    324.66     16.94   0  0.00
  3895     7    82    326.45     17.02   0  0.00
  3896     8    82    328.25     17.10   0  0.00
  3897     9    82    330.06     17.20   0  0.00
  3898    10    82    331.89     17.29   0  0.00
  3899    11    82    333.73     17.39   0  0.00
  3900    12    82    335.60     17.49   0  0.00
  3901    13    82    337.48     17.60   0  0.00
  3902    14    82    339.37     17.70   0  0.00
  3903    15    82    341.28     17.79   0  0.00
  3904    16    82    343.21     17.88   0  0.00
  3905    17    82    345.15     17.97  16  0.00
  3906    18    82    347.10     18.05  16  0.00
  3907    19    82    349.06     18.12  16  0.00
  3908    20    82    351.04     18.17  16  0.00
  3909    21    82    353.02     18.22  16  0.00
  3910    22    82    355.01     18.26  16  0.00
  3911    23    82    357.00     18.28  16  0.00
  3912    24    82    359.00     18.30  16  0.00
  3913    25    82      1.00     18.30  16  0.00
  3914    26    82      3.00     18.28  16  0.00
  3915    27    82      4.99     18.26  16  0.00
  3916    28    82      6.98     18.22  16  0.00
  3917    29    82      8.96     18.17  16  0.00
  3918    30    82     10.94     18.12  16  0.00
  3919    31    82     12.90     18.05  16  0.00
  3920    32    82     14.85     17.97  16  0.00
  3921    33    82     16.79     17.88  16  0.00
  3922    34    82     18.72     17.79  16  0.00
  3923    35    82     20.63     17.70  16  0.00
  3924    36    82     22.52     17.60  16  0.00
  3925    37    82     24.40     17.49  16  0.00
  3926    38    82     26.26     17.39  16  0.00
  3927    39    82     28.11     17.29  16  0.00
  3928    40    82     29.94     17.20  16  0.00
  3929    41    82     31.75     17.10  16  0.00
  3930    42    82     33.55     17.02  16  0.00
  3931    43    82     35.34     16.94  16  0.00
  3932    44    82     37.11     16.88  16  0.00
